source_id,source_url,video_title,game_date,teams,batter,event_text,expected_label,rights_note,status,local_path,source_hash,notes
MLB_823455_andrew-benintendi-grounds-out-second-baseman-bryson-stott-to-first-ba,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/05/2cd9d8e1-59b33b16-3e45514a-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Bryson Stott's sliding play to first in 9th Bryson Stott's sliding play to first in 9th Bryson Stott's sliding play to first in 9th Bryson Stott makes a sliding play for Andrew Benintendi's ground ball and throw him out at first base for second out in the top of the 9th,2026-06-05,Chicago White Sox at Philadelphia Phillies,,Bryson Stott's sliding play to first in 9th Bryson Stott's sliding play to first in 9th Bryson Stott's sliding play to first in 9th Bryson Stott makes a sliding play for Andrew Benintendi's ground ball and throw him out at first base for second out in the top of the 9th,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823455_andrew-benintendi-grounds-out-second-baseman-bryson-stott-to-first-ba_Bryson_Stott_s_sliding_play_to_first_in_9th_Bryson_Stott_s_sliding_play_to_first.mp4,5aa5cc722397f9d969e064dd08487b04be337f67e8a37b70556056a369dc4c35,gamePk=823455
MLB_823455_brad-keller-in-play-out-s-to-rikuu-nishida,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/05/83c11bb5-8df3a5b6-b7c41c06-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Brad Keller turns clutch double play in top of 8th Brad Keller turns clutch double play in top of 8th Brad Keller turns clutch double play in top of 8th Brad Keller catches Rikuu Nishida's line drive and makes a turn around throw to second base for the first and second out in the top of 8th,2026-06-05,Chicago White Sox at Philadelphia Phillies,,Brad Keller turns clutch double play in top of 8th Brad Keller turns clutch double play in top of 8th Brad Keller turns clutch double play in top of 8th Brad Keller catches Rikuu Nishida's line drive and makes a turn around throw to second base for the first and second out in the top of 8th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823455_brad-keller-in-play-out-s-to-rikuu-nishida_Brad_Keller_turns_clutch_double_play_in_top_of_8th_Brad_Keller_turns_clutch_doub.mp4,59e1df7efd52ff28cf91d94adb050b729dfb2e1dc838408a882b83065aff80be,gamePk=823455
MLB_823455_sam-antonacci-grounds-out-pitcher-jesus-luzardo-to-first-baseman-bryc,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/05/fe3ddf72-b55a9d7b-e5da94d5-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo reaches for the grounder between his legs to get the second out of the top of the 4th inning,2026-06-05,Chicago White Sox at Philadelphia Phillies,,Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo's between-the-legs play in 4th Jesús Luzardo reaches for the grounder between his legs to get the second out of the top of the 4th inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823455_sam-antonacci-grounds-out-pitcher-jesus-luzardo-to-first-baseman-bryc_Jes_s_Luzardo_s_between-the-legs_play_in_4th_Jes_s_Luzardo_s_between-the-legs_pl.mp4,533791f2dd59bfd47ba9a5aacfd21cdff5cd323d412c0a7cdb0363bc6bc55acd,gamePk=823455
MLB_823860_ryan-vilade-singles-on-a-ground-ball-to-right-fielder-owen-caissie-ri,https://bdata-producedclips.mlb.com/6cac54e7-052a-48cd-8dfc-42b053615f54.mp4,Ryan Vilade's RBI single Ryan Vilade's RBI single Ryan Vilade's RBI single Ryan Vilade singles on a ground ball to right fielder Owen Caissie. Richie Palacios scores.,2026-06-05,Tampa Bay Rays at Miami Marlins,,Ryan Vilade's RBI single Ryan Vilade's RBI single Ryan Vilade's RBI single Ryan Vilade singles on a ground ball to right fielder Owen Caissie. Richie Palacios scores.,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823860_ryan-vilade-singles-on-a-ground-ball-to-right-fielder-owen-caissie-ri_Ryan_Vilade_s_RBI_single_Ryan_Vilade_s_RBI_single_Ryan_Vilade_s_RBI_single_Ryan_.mp4,27be62e6ae36b1cbbabf6376fdd50d88e22aef5e1bf68cb1168b37399816760a,gamePk=823860
MLB_824914_didier-fuentes-in-play-out-s-to-bryan-reynolds-dn8odm,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/05/101f887b-7f79fd90-eb190488-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Ozzie Albies' slick snag Ozzie Albies' slick snag Ozzie Albies' slick snag Ozzie Albies flashes the leather and snags this line drive off the bat of Bryan Reynolds in the top of the 6th inning,2026-06-05,Pittsburgh Pirates at Atlanta Braves,,Ozzie Albies' slick snag Ozzie Albies' slick snag Ozzie Albies' slick snag Ozzie Albies flashes the leather and snags this line drive off the bat of Bryan Reynolds in the top of the 6th inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824914_didier-fuentes-in-play-out-s-to-bryan-reynolds-dn8odm_Ozzie_Albies_slick_snag_Ozzie_Albies_slick_snag_Ozzie_Albies_slick_snag_Ozzie_Al.mp4,29bbc9088075843d68195bf8b41a6faf912b0e963099a5e8d3b90647af69e927,gamePk=824914
MLB_824350_garrett-mitchell-singles-on-a-ground-ball-to-left-fielder-troy-johnst,https://bdata-producedclips.mlb.com/4bb05b51-93a7-4e28-9463-b2a2fd328c22.mp4,"Garrett Mitchell's RBI single Garrett Mitchell's RBI single Garrett Mitchell's RBI single Garrett Mitchell singles on a ground ball to left field, extending the Brewers' lead to 8-5 in the top of the 10th inning",2026-06-05,Milwaukee Brewers at Colorado Rockies,,"Garrett Mitchell's RBI single Garrett Mitchell's RBI single Garrett Mitchell's RBI single Garrett Mitchell singles on a ground ball to left field, extending the Brewers' lead to 8-5 in the top of the 10th inning",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824350_garrett-mitchell-singles-on-a-ground-ball-to-left-fielder-troy-johnst_Garrett_Mitchell_s_RBI_single_Garrett_Mitchell_s_RBI_single_Garrett_Mitchell_s_R.mp4,e566a2e1c06f3b82f7fed64f2a931f4866bc595e160b381500e21f025a1f61a5,gamePk=824350
MLB_824350_antonio-senzatela-in-play-run-s-to-sal-frelick,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/05/53d0cc05-c61a7fea-b77b30ed-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Sal Frelick's RBI double Sal Frelick's RBI double Sal Frelick's RBI double Sal Frelick doubles on a ground ball to center field, scoring Blake Perkins to tie the game at 3 in the 9th inning",2026-06-05,Milwaukee Brewers at Colorado Rockies,,"Sal Frelick's RBI double Sal Frelick's RBI double Sal Frelick's RBI double Sal Frelick doubles on a ground ball to center field, scoring Blake Perkins to tie the game at 3 in the 9th inning",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824350_antonio-senzatela-in-play-run-s-to-sal-frelick_Sal_Frelick_s_RBI_double_Sal_Frelick_s_RBI_double_Sal_Frelick_s_RBI_double_Sal_F.mp4,12d2167960e08369ec4f6e025e79927e956c8b18634c9f164f2b749315464e85,gamePk=824350
MLB_824350_brandon-sproat-in-play-run-s-to-edouard-julien,https://bdata-producedclips.mlb.com/9a7486a2-282f-4544-a805-035c9cfb41e6.mp4,"Edouard Julien's RBI single Edouard Julien's RBI single Edouard Julien's RBI single Edouard Julien singles on a line drive to left field, giving the Rockies a 2-1 lead in the bottom of the 2nd inning",2026-06-05,Milwaukee Brewers at Colorado Rockies,,"Edouard Julien's RBI single Edouard Julien's RBI single Edouard Julien's RBI single Edouard Julien singles on a line drive to left field, giving the Rockies a 2-1 lead in the bottom of the 2nd inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824350_brandon-sproat-in-play-run-s-to-edouard-julien_Edouard_Julien_s_RBI_single_Edouard_Julien_s_RBI_single_Edouard_Julien_s_RBI_sin.mp4,f1f8fde6fe243b85bdef3381c0716cee04863906fd1256944b511f9d0bb1ed25,gamePk=824350
MLB_822808_kyle-bradish-in-play-run-s-to-andres-gimenez,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/06/ee21761f-398225b1-812d7928-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Andrés Giménez's RBI single Andrés Giménez's RBI single Andrés Giménez's RBI single Andrés Giménez's singles on a line drive to right field, extending the Blue Jays lead 5-1 in the 3rd inning",2026-06-06,Baltimore Orioles at Toronto Blue Jays,,"Andrés Giménez's RBI single Andrés Giménez's RBI single Andrés Giménez's RBI single Andrés Giménez's singles on a line drive to right field, extending the Blue Jays lead 5-1 in the 3rd inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822808_kyle-bradish-in-play-run-s-to-andres-gimenez_Andr_s_Gim_nez_s_RBI_single_Andr_s_Gim_nez_s_RBI_single_Andr_s_Gim_nez_s_RBI_sin.mp4,db2568b520b59219f49e12d90a0d9ff1edd23c3998d7278cce2457bb7ee09188,gamePk=822808
MLB_822808_kyle-bradish-in-play-run-s-to-kazuma-okamoto,https://bdata-producedclips.mlb.com/d81d771e-02cd-4511-ac77-e509caba2498.mp4,"Kazuma Okamoto's RBI single Kazuma Okamoto's RBI single Kazuma Okamoto's RBI single Kazuma Okamoto singles on a line drive to left field, scoring Ernie Clement to put the Blue Jays on the board in the 2nd inning",2026-06-06,Baltimore Orioles at Toronto Blue Jays,,"Kazuma Okamoto's RBI single Kazuma Okamoto's RBI single Kazuma Okamoto's RBI single Kazuma Okamoto singles on a line drive to left field, scoring Ernie Clement to put the Blue Jays on the board in the 2nd inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822808_kyle-bradish-in-play-run-s-to-kazuma-okamoto_Kazuma_Okamoto_s_RBI_single_Kazuma_Okamoto_s_RBI_single_Kazuma_Okamoto_s_RBI_sin.mp4,ff3b52725e5a418e04cd18214b7a0f47af15578d03ee1a9e0485240de34384ba,gamePk=822808
MLB_823453_tim-mayza-in-play-out-s-to-drew-romo-2zucik,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/07/65847d30-c0bebed0-f23575f6-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Bryson Stott's amazing diving stop Bryson Stott's amazing diving stop Bryson Stott's amazing diving stop Bryson Stott shows off his range and he gathers the ground ball and makes an excellent throw to first base for the out,2026-06-07,Chicago White Sox at Philadelphia Phillies,,Bryson Stott's amazing diving stop Bryson Stott's amazing diving stop Bryson Stott's amazing diving stop Bryson Stott shows off his range and he gathers the ground ball and makes an excellent throw to first base for the out,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823453_tim-mayza-in-play-out-s-to-drew-romo-2zucik_Bryson_Stott_s_amazing_diving_stop_Bryson_Stott_s_amazing_diving_stop_Bryson_Sto.mp4,5a71517b34775dc8b53d82375cfe69c89afe7d9413dcfe440575443268fe7bb6,gamePk=823453
MLB_824268_jack-flaherty-in-play-out-s-to-dominic-canzone-wobjsk,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/07/a356b8de-e079a48c-c039cf85-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Spencer Torkelson snatches a liner Spencer Torkelson snatches a liner Spencer Torkelson snatches a liner Spencer Torkelson snatches a liner for the second out in the top of the 2nd inning,2026-06-07,Seattle Mariners at Detroit Tigers,,Spencer Torkelson snatches a liner Spencer Torkelson snatches a liner Spencer Torkelson snatches a liner Spencer Torkelson snatches a liner for the second out in the top of the 2nd inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824268_jack-flaherty-in-play-out-s-to-dominic-canzone-wobjsk_Spencer_Torkelson_snatches_a_liner_Spencer_Torkelson_snatches_a_liner_Spencer_To.mp4,63ea84a9c74a5afc1c1622cb58b45b0351da4ac14e1e31e95a6a1cdf461faeb0,gamePk=824268
MLB_823857_griffin-jax-in-play-out-s-to-xavier-edwards,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/07/72fcdfa2-4734c4be-f6207ddd-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Jonathan Aranda turns unassisted double play Jonathan Aranda turns unassisted double play Jonathan Aranda turns unassisted double play Jonathan Aranda snags a hard-hit line drive and tags first base to complete an unassisted double play, ending the bottom of the 4th inning",2026-06-07,Tampa Bay Rays at Miami Marlins,,"Jonathan Aranda turns unassisted double play Jonathan Aranda turns unassisted double play Jonathan Aranda turns unassisted double play Jonathan Aranda snags a hard-hit line drive and tags first base to complete an unassisted double play, ending the bottom of the 4th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823857_griffin-jax-in-play-out-s-to-xavier-edwards_Jonathan_Aranda_turns_unassisted_double_play_Jonathan_Aranda_turns_unassisted_do.mp4,372145a0d5c1f5345066cd6359899a37746b8175bebc6a09e08334eda073512e,gamePk=823857
MLB_825074_taylor-clarke-in-play-out-s-to-cj-abrams,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/07/91c42b9b-098af818-74bf212b-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Corbin Carroll's gorgeous sliding catch Corbin Carroll's gorgeous sliding catch Corbin Carroll's gorgeous sliding catch Corbin Carroll tracks down a line drive from CJ Abrams and comes down with a tremendous catch in the top of the 9th,2026-06-07,Washington Nationals at Arizona Diamondbacks,,Corbin Carroll's gorgeous sliding catch Corbin Carroll's gorgeous sliding catch Corbin Carroll's gorgeous sliding catch Corbin Carroll tracks down a line drive from CJ Abrams and comes down with a tremendous catch in the top of the 9th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_825074_taylor-clarke-in-play-out-s-to-cj-abrams_Corbin_Carroll_s_gorgeous_sliding_catch_Corbin_Carroll_s_gorgeous_sliding_catch_.mp4,c58309a79c21359087addb20e845fa392a69d459225bfdc3acd8eada51cd1ef1,gamePk=825074
MLB_825074_gabriel-moreno-grounds-out-third-baseman-curtis-mead-to-first-baseman,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/07/09722815-fced48a2-2b7a3ba9-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Curtis Mead's diving stop Curtis Mead's diving stop Curtis Mead's diving stop Curtis Mead makes a terrific diving play and throw on a sharp ground ball to take away a hit from Gabriel Moreno in the bottom of the 1st,2026-06-07,Washington Nationals at Arizona Diamondbacks,,Curtis Mead's diving stop Curtis Mead's diving stop Curtis Mead's diving stop Curtis Mead makes a terrific diving play and throw on a sharp ground ball to take away a hit from Gabriel Moreno in the bottom of the 1st,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_825074_gabriel-moreno-grounds-out-third-baseman-curtis-mead-to-first-baseman_Curtis_Mead_s_diving_stop_Curtis_Mead_s_diving_stop_Curtis_Mead_s_diving_stop_Cu.mp4,28cd47a564a90e1b9b3f877ffee5603aa6a93bf99d2614d469b60bafc2b091fa,gamePk=825074
MLB_823941_jose-soriano-in-play-run-s-to-kyle-tucker,https://bdata-producedclips.mlb.com/a77204f7-ac1c-425b-b82a-117a84dee00b.mp4,"Kyle Tucker's RBI groundout Kyle Tucker's RBI groundout Kyle Tucker's RBI groundout Kyle Tucker hits a soft ground ball in front of the plate, bringing home Shohei Ohtani to put the Dodgers on the board in the 3rd",2026-06-07,Los Angeles Angels at Los Angeles Dodgers,,"Kyle Tucker's RBI groundout Kyle Tucker's RBI groundout Kyle Tucker's RBI groundout Kyle Tucker hits a soft ground ball in front of the plate, bringing home Shohei Ohtani to put the Dodgers on the board in the 3rd",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823941_jose-soriano-in-play-run-s-to-kyle-tucker_Kyle_Tucker_s_RBI_groundout_Kyle_Tucker_s_RBI_groundout_Kyle_Tucker_s_RBI_ground.mp4,7a012d565119de2718d3a11239823c642d9bf770b1b356db9ee173934bae2326,gamePk=823941
MLB_824670_erik-miller-in-play-out-s-to-alex-bregman,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/07/7dc19659-1e88b41b-45c97f9b-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Giants turn double play in 8th to keep game tied Giants turn double play in 8th to keep game tied Giants turn double play in 8th to keep game tied Rafael Devers catches an Alex Bregman liner and throws to third to double up Kevin Alcántara and keep the game tied in the 8th,2026-06-07,San Francisco Giants at Chicago Cubs,,Giants turn double play in 8th to keep game tied Giants turn double play in 8th to keep game tied Giants turn double play in 8th to keep game tied Rafael Devers catches an Alex Bregman liner and throws to third to double up Kevin Alcántara and keep the game tied in the 8th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824670_erik-miller-in-play-out-s-to-alex-bregman_Giants_turn_double_play_in_8th_to_keep_game_tied_Giants_turn_double_play_in_8th_.mp4,02498243707c89c70673f4774f7811e9e956188d865a7660aa7b40eee83b5c35,gamePk=824670
MLB_823858_otto-lopez-flies-out-to-center-fielder-ryan-waldschmidt,https://bdata-producedclips.mlb.com/56dfcf25-3e03-48b4-9d83-fd7303ee5938.mp4,Zac Gallen escapes bases-loaded jam in 4th Zac Gallen escapes bases-loaded jam in 4th Zac Gallen escapes bases-loaded jam in 4th Zac Gallen induces a fly ball to center field to escapes bases-loaded jam in bottom of the 4th,2026-06-09,Arizona Diamondbacks at Miami Marlins,,Zac Gallen escapes bases-loaded jam in 4th Zac Gallen escapes bases-loaded jam in 4th Zac Gallen escapes bases-loaded jam in 4th Zac Gallen induces a fly ball to center field to escapes bases-loaded jam in bottom of the 4th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823858_otto-lopez-flies-out-to-center-fielder-ryan-waldschmidt_Zac_Gallen_escapes_bases-loaded_jam_in_4th_Zac_Gallen_escapes_bases-loaded_jam_i.mp4,bf50c03f59366371b1d04c0697ea0a0348e51f815a22f42b73e8ccc5475f0804,gamePk=823858
MLB_823858_tommy-troy-lines-out-to-right-fielder-esteury-ruiz,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/09/7a70eb31-b1e7d466-946f336a-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Esteury Ruiz makes the catch for the win Esteury Ruiz makes the catch for the win Esteury Ruiz makes the catch for the win Esteury Ruiz catches Tommy Troy fly ball in right field for the Marlins' 10-6 win against the D-backs,2026-06-09,Arizona Diamondbacks at Miami Marlins,,Esteury Ruiz makes the catch for the win Esteury Ruiz makes the catch for the win Esteury Ruiz makes the catch for the win Esteury Ruiz catches Tommy Troy fly ball in right field for the Marlins' 10-6 win against the D-backs,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823858_tommy-troy-lines-out-to-right-fielder-esteury-ruiz_Esteury_Ruiz_makes_the_catch_for_the_win_Esteury_Ruiz_makes_the_catch_for_the_wi.mp4,0910d55d45c4eb42198f200cf58a366bccbcd464e9d0bf9d73f4e63d6efd1381,gamePk=823858
MLB_824429_gerrit-cole-in-play-run-s-to-angel-martinez,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/09/5cc649ae-8ab71c4d-1bc9cc62-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Angel Martínez's RBI infield single Angel Martínez's RBI infield single Angel Martínez's RBI infield single Angel Martínez rips a ground ball to first base to score Chase DeLauter and tie the game at 2 in the 3rd inning,2026-06-09,New York Yankees at Cleveland Guardians,,Angel Martínez's RBI infield single Angel Martínez's RBI infield single Angel Martínez's RBI infield single Angel Martínez rips a ground ball to first base to score Chase DeLauter and tie the game at 2 in the 3rd inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824429_gerrit-cole-in-play-run-s-to-angel-martinez_Angel_Mart_nez_s_RBI_infield_single_Angel_Mart_nez_s_RBI_infield_single_Angel_Ma.mp4,3cfeb279914525afaa56634d83c0eb5b62eade8e26a5aaa8ba49cbad730e8313,gamePk=824429
MLB_822805_louis-varland-in-play-out-s-to-j-t-realmuto,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/09/623d721c-f0b3773b-c078a6e8-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Charles McAdoo's sprawling stop Charles McAdoo's sprawling stop Charles McAdoo's sprawling stop Charles McAdoo goes to ground to make a good stop on a hard-hit grounder, then steps on first for the final out of the top of the 9th inning",2026-06-09,Philadelphia Phillies at Toronto Blue Jays,,"Charles McAdoo's sprawling stop Charles McAdoo's sprawling stop Charles McAdoo's sprawling stop Charles McAdoo goes to ground to make a good stop on a hard-hit grounder, then steps on first for the final out of the top of the 9th inning",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822805_louis-varland-in-play-out-s-to-j-t-realmuto_Charles_McAdoo_s_sprawling_stop_Charles_McAdoo_s_sprawling_stop_Charles_McAdoo_s.mp4,00ff430bbc963d257217042bc4776f8a56234494f34b0a57baf531a69354edde,gamePk=822805
MLB_823214_brad-lord-takes-awkward-fall-stays-in-game,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/09/8f2da779-cab933b9-24a6230e-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Brad Lord takes awkward fall, stays in game Brad Lord takes awkward fall, stays in game Brad Lord takes awkward fall, stays in game Brad Lord stays in the game after taking an awkward fall while fielding a grounder in the 6th inning",2026-06-09,Washington Nationals at San Francisco Giants,,"Brad Lord takes awkward fall, stays in game Brad Lord takes awkward fall, stays in game Brad Lord takes awkward fall, stays in game Brad Lord stays in the game after taking an awkward fall while fielding a grounder in the 6th inning",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823214_brad-lord-takes-awkward-fall-stays-in-game_Brad_Lord_takes_awkward_fall_stays_in_game_Brad_Lord_takes_awkward_fall_stays_in.mp4,2ae601434de9ae68e628a2d85c7d31f79c67a1116a1b5e40d27cf87d611b2af5,gamePk=823214
MLB_822970_yandy-diaz-singles-on-a-ground-ball-to-left-fielder-jarren-duran-nick,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/10/677f8d6d-973a358c-758373a3-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Yandy Díaz second RBI single Yandy Díaz second RBI single Yandy Díaz second RBI single Yandy Díaz hits a ground ball RBI single to left field to extend the Rays' lead to 5-0 over the Red Sox in the 6th inning,2026-06-10,Boston Red Sox at Tampa Bay Rays,,Yandy Díaz second RBI single Yandy Díaz second RBI single Yandy Díaz second RBI single Yandy Díaz hits a ground ball RBI single to left field to extend the Rays' lead to 5-0 over the Red Sox in the 6th inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822970_yandy-diaz-singles-on-a-ground-ball-to-left-fielder-jarren-duran-nick_Yandy_D_az_second_RBI_single_Yandy_D_az_second_RBI_single_Yandy_D_az_second_RBI_.mp4,5a6e2738ae8e2a54b131020a41217d70ad4d9567844d268fffaf719d7a311cf8,gamePk=822970
MLB_823215_dylan-crews-lines-out-to-second-baseman-luis-arraez,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/10/e6ca91d4-38538ecc-b27fa1b5-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Luis Arraez's slick snag Luis Arraez's slick snag Luis Arraez's slick snag Luis Arraez ranges to his left and snags this line drive 100 mph off the bat of Dylan Crews in the top of the 9th inning,2026-06-10,Washington Nationals at San Francisco Giants,,Luis Arraez's slick snag Luis Arraez's slick snag Luis Arraez's slick snag Luis Arraez ranges to his left and snags this line drive 100 mph off the bat of Dylan Crews in the top of the 9th inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823215_dylan-crews-lines-out-to-second-baseman-luis-arraez_Luis_Arraez_s_slick_snag_Luis_Arraez_s_slick_snag_Luis_Arraez_s_slick_snag_Luis_.mp4,7c95dde876766a969c23d8785a5a9241b831e590b085f5ca4f8fb7eea8b3586b,gamePk=823215
MLB_823215_robbie-ray-in-play-out-s-to-nasim-nunez-yhwzs3,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/10/0fccb824-590b86a6-263c3b9c-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Casey Schmitt's jumping throw Casey Schmitt's jumping throw Casey Schmitt's jumping throw Casey Schmitt scoops this ground ball and makes an outstanding jumping throw to retire Nasim Nuñez in the top of the 5th inning,2026-06-10,Washington Nationals at San Francisco Giants,,Casey Schmitt's jumping throw Casey Schmitt's jumping throw Casey Schmitt's jumping throw Casey Schmitt scoops this ground ball and makes an outstanding jumping throw to retire Nasim Nuñez in the top of the 5th inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823215_robbie-ray-in-play-out-s-to-nasim-nunez-yhwzs3_Casey_Schmitt_s_jumping_throw_Casey_Schmitt_s_jumping_throw_Casey_Schmitt_s_jump.mp4,d647d831754b58935ca0f44a852869ddeede9b06ea2eb50cc37f9d17f57548b0,gamePk=823215
MLB_824831_grant-wolfram-in-play-run-s-to-julio-rodriguez,https://bdata-producedclips.mlb.com/62e0c8c0-7a6b-41fd-87f6-6673c83a4416.mp4,"Julio Rodríguez's RBI groundout Julio Rodríguez's RBI groundout Julio Rodríguez's RBI groundout Julio Rodríguez rolls a grounder to the right side, scoring Miles Mastrobuoni and getting the Mariners on the board in the 8th inning",2026-06-10,Seattle Mariners at Baltimore Orioles,,"Julio Rodríguez's RBI groundout Julio Rodríguez's RBI groundout Julio Rodríguez's RBI groundout Julio Rodríguez rolls a grounder to the right side, scoring Miles Mastrobuoni and getting the Mariners on the board in the 8th inning",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824831_grant-wolfram-in-play-run-s-to-julio-rodriguez_Julio_Rodr_guez_s_RBI_groundout_Julio_Rodr_guez_s_RBI_groundout_Julio_Rodr_guez_.mp4,35800e09967cc42e37056edc8c093fabb52a8f32490a85d7bb94733e43d86356,gamePk=824831
MLB_824831_brandon-young-in-play-out-s-to-josh-naylor-wjmthr,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/10/42da9b16-58bb83f6-a825cf3e-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Jackson Holliday's sliding snag Jackson Holliday's sliding snag Jackson Holliday's sliding snag Jackson Holliday slides to snare Josh Naylor's hard-hit grounder, robbing him of a hit and making it 11 consecutive Mariners retired",2026-06-10,Seattle Mariners at Baltimore Orioles,,"Jackson Holliday's sliding snag Jackson Holliday's sliding snag Jackson Holliday's sliding snag Jackson Holliday slides to snare Josh Naylor's hard-hit grounder, robbing him of a hit and making it 11 consecutive Mariners retired",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824831_brandon-young-in-play-out-s-to-josh-naylor-wjmthr_Jackson_Holliday_s_sliding_snag_Jackson_Holliday_s_sliding_snag_Jackson_Holliday.mp4,dc8817255ab67c120b9f97f648ea9360496325f6090946811aeb3439edcd61f3,gamePk=824831
