source_id,source_url,video_title,game_date,teams,batter,event_text,expected_label,rights_note,status,local_path,source_hash,notes
MLB_823854_trevor-mcdonald-in-play-run-s-to-jakob-marsee,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/20/7a69d12f-f3ec5b7d-e6498443-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Jakob Marsee's RBI single Jakob Marsee's RBI single Jakob Marsee's RBI single Jakob Marsee singles on a line drive to center scoring Esteury Ruiz, extending the Marlins' lead over the Giants to 3-2 in the bottom of the 4th inning",2026-06-20,San Francisco Giants at Miami Marlins,,"Jakob Marsee's RBI single Jakob Marsee's RBI single Jakob Marsee's RBI single Jakob Marsee singles on a line drive to center scoring Esteury Ruiz, extending the Marlins' lead over the Giants to 3-2 in the bottom of the 4th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823854_trevor-mcdonald-in-play-run-s-to-jakob-marsee_Jakob_Marsee_s_RBI_single_Jakob_Marsee_s_RBI_single_Jakob_Marsee_s_RBI_single_Ja.mp4,cf3d2428a342a4a53fba1fdd9624289a689575792b015acaa8ae0ee40235040c,gamePk=823854
MLB_825068_royce-lewis-flies-out-to-right-fielder-corbin-carroll,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/20/61ae255a-725abc66-cdc3b6f9-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Zac Gallen escapes bases-loaded jam in the 4th Zac Gallen escapes bases-loaded jam in the 4th Zac Gallen escapes bases-loaded jam in the 4th Zac Gallen induces a fly ball to right field to escape a bases-loaded jam in the top of the 4th,2026-06-20,Minnesota Twins at Arizona Diamondbacks,,Zac Gallen escapes bases-loaded jam in the 4th Zac Gallen escapes bases-loaded jam in the 4th Zac Gallen escapes bases-loaded jam in the 4th Zac Gallen induces a fly ball to right field to escape a bases-loaded jam in the top of the 4th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_825068_royce-lewis-flies-out-to-right-fielder-corbin-carroll_Zac_Gallen_escapes_bases-loaded_jam_in_the_4th_Zac_Gallen_escapes_bases-loaded_j.mp4,a9b9c1a30e655366efe29bbc5a0152232beb7ea45a4f49528eb29d8aeaed38a6,gamePk=825068
MLB_825068_ryan-kreidler-grounds-out-third-baseman-nolan-arenado-to-first-basema,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/20/f1aa0e96-bdee80e7-623263b4-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Nolan Arenado throws out Ryan Kreidler in the 2nd Nolan Arenado throws out Ryan Kreidler in the 2nd Nolan Arenado throws out Ryan Kreidler in the 2nd Nolan Arenado fields Ryan Kreidler's ground ball and makes the throw to first to get him out in the top of the 2nd,2026-06-20,Minnesota Twins at Arizona Diamondbacks,,Nolan Arenado throws out Ryan Kreidler in the 2nd Nolan Arenado throws out Ryan Kreidler in the 2nd Nolan Arenado throws out Ryan Kreidler in the 2nd Nolan Arenado fields Ryan Kreidler's ground ball and makes the throw to first to get him out in the top of the 2nd,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_825068_ryan-kreidler-grounds-out-third-baseman-nolan-arenado-to-first-basema_Nolan_Arenado_throws_out_Ryan_Kreidler_in_the_2nd_Nolan_Arenado_throws_out_Ryan_.mp4,5413a8f44925b9f1bc7dcff70825e09d1a987c41ed4762cc039cb6bb41a6684d,gamePk=825068
MLB_825068_taj-bradley-in-play-out-s-to-corbin-carroll,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/20/24e0a830-e73171f0-3697644f-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Ryan Kreidler throws out Corbin Carroll in the 1st Ryan Kreidler throws out Corbin Carroll in the 1st Ryan Kreidler throws out Corbin Carroll in the 1st Ryan Kreidler fields Corbin Carroll's ground ball and makes the throw to first to get him out in the bottom of the 1st,2026-06-20,Minnesota Twins at Arizona Diamondbacks,,Ryan Kreidler throws out Corbin Carroll in the 1st Ryan Kreidler throws out Corbin Carroll in the 1st Ryan Kreidler throws out Corbin Carroll in the 1st Ryan Kreidler fields Corbin Carroll's ground ball and makes the throw to first to get him out in the bottom of the 1st,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_825068_taj-bradley-in-play-out-s-to-corbin-carroll_Ryan_Kreidler_throws_out_Corbin_Carroll_in_the_1st_Ryan_Kreidler_throws_out_Corb.mp4,aec33edff8c1db5441da61e5ff93c035940bfe00aeff4f0b65b6a0564d2c629e,gamePk=825068
MLB_825068_lujames-groover-flies-out-to-left-fielder-austin-martin,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/20/036ebf05-2b922ff4-24d7c5ba-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Austin Martin makes the catch for the Twins win Austin Martin makes the catch for the Twins win Austin Martin makes the catch for the Twins win Austin Martin catches LuJames Groover fly ball in left field for the Twins win,2026-06-20,Minnesota Twins at Arizona Diamondbacks,,Austin Martin makes the catch for the Twins win Austin Martin makes the catch for the Twins win Austin Martin makes the catch for the Twins win Austin Martin catches LuJames Groover fly ball in left field for the Twins win,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_825068_lujames-groover-flies-out-to-left-fielder-austin-martin_Austin_Martin_makes_the_catch_for_the_Twins_win_Austin_Martin_makes_the_catch_fo.mp4,24a20a5dbea4e78a4b0265dafd11784ad7855248bf8cebff195445d8eb59755a,gamePk=825068
MLB_824908_bryce-elder-in-play-out-s-to-william-contreras-ubttfb,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/21/5f702262-7b15bc6c-63a4feb1-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Austin Riley's strong throw from third Austin Riley's strong throw from third Austin Riley's strong throw from third Austin Riley handles the tough grounder an makes a strong throw from third base to retire William Contreras in the top of the 6th inning,2026-06-21,Milwaukee Brewers at Atlanta Braves,,Austin Riley's strong throw from third Austin Riley's strong throw from third Austin Riley's strong throw from third Austin Riley handles the tough grounder an makes a strong throw from third base to retire William Contreras in the top of the 6th inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824908_bryce-elder-in-play-out-s-to-william-contreras-ubttfb_Austin_Riley_s_strong_throw_from_third_Austin_Riley_s_strong_throw_from_third_Au.mp4,798a72fc04d1f8124f6f2a10380e9557e31533378b9a6790c81182acd4ecc7a5,gamePk=824908
MLB_824908_bryce-elder-in-play-out-s-to-christian-yelich-zhkz6y,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/21/93f8b12c-ede4ec56-b2e55076-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Austin Riley's tumbling catch Austin Riley's tumbling catch Austin Riley's tumbling catch Austin Riley reacts perfectly to the liner as makes the tumbling catch to end the top of the 3rd inning,2026-06-21,Milwaukee Brewers at Atlanta Braves,,Austin Riley's tumbling catch Austin Riley's tumbling catch Austin Riley's tumbling catch Austin Riley reacts perfectly to the liner as makes the tumbling catch to end the top of the 3rd inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824908_bryce-elder-in-play-out-s-to-christian-yelich-zhkz6y_Austin_Riley_s_tumbling_catch_Austin_Riley_s_tumbling_catch_Austin_Riley_s_tumbl.mp4,e455a7216d71b8d404d06bbde4a09fb770bac4b08e8318908e336aa97d3dff1a,gamePk=824908
MLB_822968_andrew-alvarez-in-play-run-s-to-yandy-diaz,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/21/9ee43910-1185239e-1cb89d1b-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Yandy Díaz's RBI double Yandy Díaz's RBI double Yandy Díaz's RBI double Yandy Díaz ties the game for the Rays on a sharp line drive to right field in the bottom of the 3rd inning,2026-06-21,Washington Nationals at Tampa Bay Rays,,Yandy Díaz's RBI double Yandy Díaz's RBI double Yandy Díaz's RBI double Yandy Díaz ties the game for the Rays on a sharp line drive to right field in the bottom of the 3rd inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822968_andrew-alvarez-in-play-run-s-to-yandy-diaz_Yandy_D_az_s_RBI_double_Yandy_D_az_s_RBI_double_Yandy_D_az_s_RBI_double_Yandy_D_.mp4,851282766ab24df0f01ce913116c7fe34365639497c89fa9bc2292db5c146660,gamePk=822968
MLB_824177_slade-cecconi-in-play-out-s-to-jose-altuve-sbxpv2,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/21/bc637a06-a6f624a2-2fa10e6d-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Gabriel Arias snares line drive Gabriel Arias snares line drive Gabriel Arias snares line drive Gabriel Arias catches a line drive by Jose Altuve at third base for the first out in the bottom of the 4th inning,2026-06-21,Cleveland Guardians at Houston Astros,,Gabriel Arias snares line drive Gabriel Arias snares line drive Gabriel Arias snares line drive Gabriel Arias catches a line drive by Jose Altuve at third base for the first out in the bottom of the 4th inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824177_slade-cecconi-in-play-out-s-to-jose-altuve-sbxpv2_Gabriel_Arias_snares_line_drive_Gabriel_Arias_snares_line_drive_Gabriel_Arias_sn.mp4,6daf05d8f5564c168199364f6778d8351a1c06575fdee8abb6002a3f3c399d3c,gamePk=824177
MLB_824343_juan-mejia-in-play-run-s-to-jake-mangum,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/21/975fee0c-127f34d2-44004c48-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Jake Mangum's RBI double Jake Mangum's RBI double Jake Mangum's RBI double Jake Mangum doubles on a line drive to right scoring Tyler Callihan, increasing the Pirates' lead to 5-1 over the Rockies in the top of the 6th inning",2026-06-21,Pittsburgh Pirates at Colorado Rockies,,"Jake Mangum's RBI double Jake Mangum's RBI double Jake Mangum's RBI double Jake Mangum doubles on a line drive to right scoring Tyler Callihan, increasing the Pirates' lead to 5-1 over the Rockies in the top of the 6th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824343_juan-mejia-in-play-run-s-to-jake-mangum_Jake_Mangum_s_RBI_double_Jake_Mangum_s_RBI_double_Jake_Mangum_s_RBI_double_Jake_.mp4,e4a6280450c1d5526090582a7d7402353ee255b6483be46cae0d071b805806ee,gamePk=824343
MLB_824343_juan-mejia-in-play-run-s-to-tyler-callihan,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/21/00209714-5b47a823-2ce635c8-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Tyler Callihan's RBI single Tyler Callihan's RBI single Tyler Callihan's RBI single Tyler Callihan singles on a line drive to right field scoring Nick Gonzales, extending the Pirates' lead to 4-1 in the top of the 6th inning",2026-06-21,Pittsburgh Pirates at Colorado Rockies,,"Tyler Callihan's RBI single Tyler Callihan's RBI single Tyler Callihan's RBI single Tyler Callihan singles on a line drive to right field scoring Nick Gonzales, extending the Pirates' lead to 4-1 in the top of the 6th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824343_juan-mejia-in-play-run-s-to-tyler-callihan_Tyler_Callihan_s_RBI_single_Tyler_Callihan_s_RBI_single_Tyler_Callihan_s_RBI_sin.mp4,90f0dc1b3c5ec1f6d873cea2013e332a9a480a135968c6a4aad5989219d5fd93,gamePk=824343
MLB_822800_dylan-cease-in-play-run-s-to-jose-altuve,https://bdata-producedclips.mlb.com/fff69171-2270-481d-ac41-59e35d3254e6.mp4,"Jose Altuve's RBI single Jose Altuve's RBI single Jose Altuve's RBI single Jose Altuve singles on a line drive to right field, tying the game at 2 in the 6th inning",2026-06-22,Houston Astros at Toronto Blue Jays,,"Jose Altuve's RBI single Jose Altuve's RBI single Jose Altuve's RBI single Jose Altuve singles on a line drive to right field, tying the game at 2 in the 6th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822800_dylan-cease-in-play-run-s-to-jose-altuve_Jose_Altuve_s_RBI_single_Jose_Altuve_s_RBI_single_Jose_Altuve_s_RBI_single_Jose_.mp4,dd6a16267ef33f4b99fdb392dd91474cc67377f76ba31033b8cec3f2b9a385fa,gamePk=822800
MLB_822800_hunter-brown-in-play-no-out-to-vladimir-guerrero-jr,https://bdata-producedclips.mlb.com/b6360a8b-6a77-48ae-8a73-30c74213617c.mp4,Vladimir Guerrero Jr. singles in the 1st inning Vladimir Guerrero Jr. singles in the 1st inning Vladimir Guerrero Jr. singles in the 1st inning Vladimir Guerrero Jr. singles on a ground ball in the 1st inning,2026-06-22,Houston Astros at Toronto Blue Jays,,Vladimir Guerrero Jr. singles in the 1st inning Vladimir Guerrero Jr. singles in the 1st inning Vladimir Guerrero Jr. singles in the 1st inning Vladimir Guerrero Jr. singles on a ground ball in the 1st inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822800_hunter-brown-in-play-no-out-to-vladimir-guerrero-jr_Vladimir_Guerrero_Jr._singles_in_the_1st_inning_Vladimir_Guerrero_Jr._singles_in.mp4,33ea0efe413467ee3da5cac646af633c5ad821b502b5e3ee78dfb6a753f3610c,gamePk=822800
MLB_823040_andre-pallante-in-play-out-s-to-lourdes-gurriel-jr-1tzdvc,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/22/d5b82972-e1ad90ba-6b3920bd-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Masyn Winn's sharp diving play Masyn Winn's sharp diving play Masyn Winn's sharp diving play Masyn Winn makes a terrific diving stop on a hard ground ball from Lourdes Gurriel Jr. and tosses to third for the out in the 2nd inning,2026-06-22,Arizona Diamondbacks at St. Louis Cardinals,,Masyn Winn's sharp diving play Masyn Winn's sharp diving play Masyn Winn's sharp diving play Masyn Winn makes a terrific diving stop on a hard ground ball from Lourdes Gurriel Jr. and tosses to third for the out in the 2nd inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823040_andre-pallante-in-play-out-s-to-lourdes-gurriel-jr-1tzdvc_Masyn_Winn_s_sharp_diving_play_Masyn_Winn_s_sharp_diving_play_Masyn_Winn_s_sharp.mp4,253c063ab2013f0fa484868a59251946c22c6b0bc6b27e8163d35e1f9b635b48,gamePk=823040
MLB_824262_carlos-rodon-in-play-no-out-to-ben-malgeri,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/23/85b6d909-d275d87f-31aa63f3-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Ben Malgeri records first Major League hit Ben Malgeri records first Major League hit Ben Malgeri records first Major League hit Ben Malgeri singles on a line drive to right field, recording his first Major League hit in the bottom of the 3rd inning",2026-06-23,New York Yankees at Detroit Tigers,,"Ben Malgeri records first Major League hit Ben Malgeri records first Major League hit Ben Malgeri records first Major League hit Ben Malgeri singles on a line drive to right field, recording his first Major League hit in the bottom of the 3rd inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824262_carlos-rodon-in-play-no-out-to-ben-malgeri_Ben_Malgeri_records_first_Major_League_hit_Ben_Malgeri_records_first_Major_Leagu.mp4,d931114574aad9ed22532f5afc798f551e5ee8c4ecf4c87344dc904acea60ac2,gamePk=824262
MLB_822718_clayton-beeter-in-play-run-s-to-j-t-realmuto,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/23/0ddc6e57-b14ae30e-e2fed003-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,J.T. Realmuto's bases-clearing double J.T. Realmuto's bases-clearing double J.T. Realmuto's bases-clearing double J.T. Realmuto gives the Phillies the lead in the top of the 8th inning with a line drive to right field,2026-06-23,Philadelphia Phillies at Washington Nationals,,J.T. Realmuto's bases-clearing double J.T. Realmuto's bases-clearing double J.T. Realmuto's bases-clearing double J.T. Realmuto gives the Phillies the lead in the top of the 8th inning with a line drive to right field,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822718_clayton-beeter-in-play-run-s-to-j-t-realmuto_J.T._Realmuto_s_bases-clearing_double_J.T._Realmuto_s_bases-clearing_double_J.T..mp4,e1aad83b91091ba5ac4feeb9c2681157f4ae2150c17b2366ee7289b9f5f98262,gamePk=822718
MLB_822718_jesus-luzardo-in-play-run-s-to-jose-tena,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/23/483484c4-26da7f55-570ab937-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"José Tena's two-run single José Tena's two-run single José Tena's two-run single José Tena keeps the Nationals' momentum moving with a line drive to left field, extending their lead in the bottom of the 4th inning",2026-06-23,Philadelphia Phillies at Washington Nationals,,"José Tena's two-run single José Tena's two-run single José Tena's two-run single José Tena keeps the Nationals' momentum moving with a line drive to left field, extending their lead in the bottom of the 4th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822718_jesus-luzardo-in-play-run-s-to-jose-tena_Jos_Tena_s_two-run_single_Jos_Tena_s_two-run_single_Jos_Tena_s_two-run_single_Jo.mp4,849ce3a0aa0cbe056c604fdf87b3433b0155ab1b62dc6e24f4e0db04f4c9854d,gamePk=822718
MLB_822718_nasim-nunez-singles-on-a-ground-ball-to-left-fielder-brandon-marsh-an,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/23/7c345e92-e3877871-f8da984e-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Nasim Nuñez's two-run single Nasim Nuñez's two-run single Nasim Nuñez's two-run single Nasim Nuñez extends the Nationals' lead to 3-0 on a hard ground ball to left field in the bottom of the 4th inning,2026-06-23,Philadelphia Phillies at Washington Nationals,,Nasim Nuñez's two-run single Nasim Nuñez's two-run single Nasim Nuñez's two-run single Nasim Nuñez extends the Nationals' lead to 3-0 on a hard ground ball to left field in the bottom of the 4th inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822718_nasim-nunez-singles-on-a-ground-ball-to-left-fielder-brandon-marsh-an_Nasim_Nu_ez_s_two-run_single_Nasim_Nu_ez_s_two-run_single_Nasim_Nu_ez_s_two-run_.mp4,7b4e227cc3ea644af8c443795cae54fb9a6e97990ecf5c412700612d4fe3904b,gamePk=822718
MLB_824501_caleb-ferguson-in-play-run-s-to-jake-bauers,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/23/14bb0410-3603e685-ad9aadb3-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Jake Bauers' RBI triple Jake Bauers' RBI triple Jake Bauers' RBI triple Jake Bauers hits a RBI triple on a ground ball that goes into the right-field corner to give the Brewers a 1-0 lead in the top of the 6th,2026-06-23,Milwaukee Brewers at Cincinnati Reds,,Jake Bauers' RBI triple Jake Bauers' RBI triple Jake Bauers' RBI triple Jake Bauers hits a RBI triple on a ground ball that goes into the right-field corner to give the Brewers a 1-0 lead in the top of the 6th,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824501_caleb-ferguson-in-play-run-s-to-jake-bauers_Jake_Bauers_RBI_triple_Jake_Bauers_RBI_triple_Jake_Bauers_RBI_triple_Jake_Bauers.mp4,b9d929bcacc8a85c020c2bce9881b4991b19bab259bbd72d7af504befc691987,gamePk=824501
MLB_824340_mickey-moniak-lines-out-to-right-fielder-wilyer-abreu,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/23/8a7ee89d-6f5f9365-87575563-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Wilyer Abreu's sliding catch Wilyer Abreu's sliding catch Wilyer Abreu's sliding catch Wilyer Abreu plays the low liner perfectly and makes the impressive sliding catch in right field in the bottom of the 5th inning,2026-06-23,Boston Red Sox at Colorado Rockies,,Wilyer Abreu's sliding catch Wilyer Abreu's sliding catch Wilyer Abreu's sliding catch Wilyer Abreu plays the low liner perfectly and makes the impressive sliding catch in right field in the bottom of the 5th inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824340_mickey-moniak-lines-out-to-right-fielder-wilyer-abreu_Wilyer_Abreu_s_sliding_catch_Wilyer_Abreu_s_sliding_catch_Wilyer_Abreu_s_sliding.mp4,acfbf8be7f52316eeb2c3ac66abef7cc442881a86835d151862b2738f5f1f012,gamePk=824340
MLB_823850_eury-perez-in-play-out-s-to-josh-jung-f9kukn,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/d935dd0b-68b09c5f-f1142c7d-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Leo Jiménez's brilliant recovery for the out Leo Jiménez's brilliant recovery for the out Leo Jiménez's brilliant recovery for the out Leo Jiménez recovers a deflected ground ball and delivers a sharp throw to nab Josh Jung at first in the 1st inning,2026-06-24,Texas Rangers at Miami Marlins,,Leo Jiménez's brilliant recovery for the out Leo Jiménez's brilliant recovery for the out Leo Jiménez's brilliant recovery for the out Leo Jiménez recovers a deflected ground ball and delivers a sharp throw to nab Josh Jung at first in the 1st inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823850_eury-perez-in-play-out-s-to-josh-jung-f9kukn_Leo_Jim_nez_s_brilliant_recovery_for_the_out_Leo_Jim_nez_s_brilliant_recovery_fo.mp4,fbce3335a751825c8322b10634b6a0ed4a0a8113499cfafcddd99ce4d281b048,gamePk=823850
MLB_823611_brooks-raley-in-play-run-s-to-dansby-swanson,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/452e78fa-949d3d3b-5998fc43-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Dansby Swanson's RBI triple Dansby Swanson's RBI triple Dansby Swanson's RBI triple Dansby Swanson triples on a fly ball to center field, scoring Pedro Ramírez to give the Cubs the lead in the top of the 6th inning",2026-06-24,Chicago Cubs at New York Mets,,"Dansby Swanson's RBI triple Dansby Swanson's RBI triple Dansby Swanson's RBI triple Dansby Swanson triples on a fly ball to center field, scoring Pedro Ramírez to give the Cubs the lead in the top of the 6th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823611_brooks-raley-in-play-run-s-to-dansby-swanson_Dansby_Swanson_s_RBI_triple_Dansby_Swanson_s_RBI_triple_Dansby_Swanson_s_RBI_tri.mp4,d4340e8bc5659b555622b762f36064a19de95576b7209139b500adacd0da1e7f,gamePk=823611
MLB_823611_sean-manaea-in-play-run-s-to-dansby-swanson-ywyiw0,https://bdata-producedclips.mlb.com/c2f628fd-fb5d-4a10-90b5-0a4deecd742e.mp4,"Dansby Swanson's RBI single Dansby Swanson's RBI single Dansby Swanson's RBI single Dansby Swanson singles on a fly ball to left field, tying the game at 3",2026-06-24,Chicago Cubs at New York Mets,,"Dansby Swanson's RBI single Dansby Swanson's RBI single Dansby Swanson's RBI single Dansby Swanson singles on a fly ball to left field, tying the game at 3",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823611_sean-manaea-in-play-run-s-to-dansby-swanson-ywyiw0_Dansby_Swanson_s_RBI_single_Dansby_Swanson_s_RBI_single_Dansby_Swanson_s_RBI_sin.mp4,597ebd115effc148190a5dba16294bc415c71125d2524ccdb00bbf07cd6d94d2,gamePk=823611
MLB_823611_sean-manaea-in-play-run-s-to-pedro-ramirez,https://bdata-producedclips.mlb.com/91182c2b-9956-4dc5-bf2f-882b31685d1f.mp4,"Pedro Ramírez's RBI single Pedro Ramírez's RBI single Pedro Ramírez's RBI single Pedro Ramírez singles on a ground ball to right field, cutting the Mets' lead 3-2 in the top of the 4th inning",2026-06-24,Chicago Cubs at New York Mets,,"Pedro Ramírez's RBI single Pedro Ramírez's RBI single Pedro Ramírez's RBI single Pedro Ramírez singles on a ground ball to right field, cutting the Mets' lead 3-2 in the top of the 4th inning",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823611_sean-manaea-in-play-run-s-to-pedro-ramirez_Pedro_Ram_rez_s_RBI_single_Pedro_Ram_rez_s_RBI_single_Pedro_Ram_rez_s_RBI_single.mp4,47d775b0de0b02d3cd6ceedb29da645258842cf241a2e284e784b6899199ed5b,gamePk=823611
MLB_823611_eric-wagaman-singles-on-a-ground-ball-to-second-baseman-nico-hoerner-,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/6ebca392-ecf1ec54-ec731564-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Shota Imanaga deflects Eric Wagaman's single Shota Imanaga deflects Eric Wagaman's single Shota Imanaga deflects Eric Wagaman's single Eric Wagaman singles on a line drive to second base after it was deflected by Shota Imanaga,2026-06-24,Chicago Cubs at New York Mets,,Shota Imanaga deflects Eric Wagaman's single Shota Imanaga deflects Eric Wagaman's single Shota Imanaga deflects Eric Wagaman's single Eric Wagaman singles on a line drive to second base after it was deflected by Shota Imanaga,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823611_eric-wagaman-singles-on-a-ground-ball-to-second-baseman-nico-hoerner-_Shota_Imanaga_deflects_Eric_Wagaman_s_single_Shota_Imanaga_deflects_Eric_Wagaman.mp4,95fca1ba348e9a2f542c10264170958e2dbbd7f6228744ce0c4602a86cf9c573,gamePk=823611
MLB_824341_ranger-suarez-in-play-run-s-to-jake-mccarthy-nn8phj-x3703,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/63d0cd40-e5aa6411-bc96f540-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Andruw Monasterio's beautiful glove flip Andruw Monasterio's beautiful glove flip Andruw Monasterio's beautiful glove flip Andruw Monasterio hustles for a ground ball and makes a terrific flip to Marcelo Mayer that ends the 3rd inning,2026-06-24,Boston Red Sox at Colorado Rockies,,Andruw Monasterio's beautiful glove flip Andruw Monasterio's beautiful glove flip Andruw Monasterio's beautiful glove flip Andruw Monasterio hustles for a ground ball and makes a terrific flip to Marcelo Mayer that ends the 3rd inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824341_ranger-suarez-in-play-run-s-to-jake-mccarthy-nn8phj-x3703_Andruw_Monasterio_s_beautiful_glove_flip_Andruw_Monasterio_s_beautiful_glove_fli.mp4,abd749030ca22afa1dd5fd0b70362ef0e09adeb59fba2b5f9db904f1841e99dc,gamePk=824341
MLB_824018_keegan-akin-in-play-run-s-to-logan-o-hoppe,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/3f66a7da-da9607ce-d5ec16b3-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Logan O'Hoppe's walk-off single Logan O'Hoppe's walk-off single Logan O'Hoppe's walk-off single Logan O'Hoppe hits a soft ground ball down the third baseline, allowing Nolan Schanuel to score to win it for the Angels in extras",2026-06-24,Baltimore Orioles at Los Angeles Angels,,"Logan O'Hoppe's walk-off single Logan O'Hoppe's walk-off single Logan O'Hoppe's walk-off single Logan O'Hoppe hits a soft ground ball down the third baseline, allowing Nolan Schanuel to score to win it for the Angels in extras",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824018_keegan-akin-in-play-run-s-to-logan-o-hoppe_Logan_O_Hoppe_s_walk-off_single_Logan_O_Hoppe_s_walk-off_single_Logan_O_Hoppe_s_.mp4,782576a63412065e71f2719a734c04da7c0acd9677052811d9dfc782aa75d082,gamePk=824018
